timestamp_ms,qp_id,bytes,start_ns,last_ns,last_bps,below_ns_accum
1763637714601,1335,37846934,87314025914011,87314104704828,3830961708,0
1763637714601,1330,1384662,87314088376059,87314104710955,845985445,0
1763637714601,1333,9022552,87314051421460,87314104236323,941696627,0
1763637714601,1340,3557854,87314076706030,87314103937862,751645667,0
1763637714601,1328,14026382,87314006408670,87314103595967,914054204,0
1763637714601,1341,18725812,87314026828026,87314104788183,1910155337,0
1763637714601,1342,67485214,87314023905390,87314104611523,6681938849,0
1763637714601,1332,7572332,87314038152897,87314103599654,859144671,0
1763637714601,1331,6428666,87313993548496,87314080159165,511867016,0
1763637714601,1327,585586,87314100258883,87314104825314,1188790764,0
1763637714601,1338,1805356,87314096494939,87314104962068,828462775,0
1763637714705,1334,15151046,87314110772974,87314208408894,1320265019,0
1763637714705,1336,9923116,87314121363870,87314208473408,693144757,0
1763637714705,1329,19254312,87314128400932,87314209112915,1917276068,0
1763637714705,1339,10466406,87314113934890,87314209064008,1158510811,0
1763637714705,1337,10307864,87314141723697,87314208579532,1806407969,0
1763637714705,1335,39977846,87314125939725,87314209141926,3847011060,0
1763637714705,1330,5559820,87314188422695,87314209188539,1023426943,0
1763637714705,1333,7350370,87314151437820,87314209199641,1072056435,0
1763637714705,1340,2570624,87314176706200,87314199472049,845637394,0
1763637714705,1328,321328,87314206440805,87314209248276,1034799917,0
1763637714705,1341,19681340,87314126870706,87314209268514,1916790889,0
1763637714705,1342,71907702,87314123912122,87314209061301,6676129541,0
1763637714705,1332,7113602,87314138193708,87314208474290,947628831,0
1763637714705,1331,4908708,87314143945536,87314209343218,426968469,150397040
1763637714705,1327,1596078,87314200325735,87314209063126,1172146184,0
1763637714705,1338,1587622,87314196590065,87314209400210,982863510,0
1763637714806,1334,17945738,87314211845743,87314308421571,1281243503,0
1763637714806,1336,11519194,87314224235269,87314309599786,773764624,0
1763637714806,1329,19598886,87314228427312,87314309842060,1915689643,0
1763637714806,1339,15819086,87314214642220,87314307784666,1034351573,0
1763637714806,1337,11001240,87314244698276,87314309919665,1383919598,0
1763637714806,1335,40345682,87314225939912,87314309911941,3842168342,0
1763637714806,1330,957650,87314290095682,87314303225736,1173570450,0
1763637714806,1333,7443386,87314251468399,87314309929129,1076623788,0
1763637714806,1340,6130600,87314279361442,87314309757624,702063121,0
1763637714806,1328,722988,87314308422009,87314311543397,1028086927,0
1763637714806,1341,20368382,87314226975337,87314311604668,1915796745,0
1763637714806,1342,73734198,87314223916491,87314311579322,6685141576,0
1763637714806,1332,2001950,87314240175976,87314311672728,807138243,0
1763637714806,1331,7705538,87314243953689,87314311727202,635404875,0
1763637714806,1327,1727130,87314302210359,87314311743673,1194017937,0
1763637714806,1338,2585430,87314297435743,87314310812026,823481285,0
1763637714911,1334,95122,87314413918632,87314415128048,1136540530,0
1763637714911,1336,8614542,87314324240439,87314413921827,1030013062,0
1763637714911,1329,20630518,87314328430716,87314415080783,1920104866,0
1763637714911,1339,12798156,87314316702786,87314415131183,1143543937,0
1763637714911,1337,14294884,87314345152052,87314415147486,1320937967,0
1763637714911,1335,42582294,87314325968287,87314415213081,3841573312,0
1763637714911,1330,790636,87314391131861,87314405345246,859122206,0
1763637714911,1333,7515262,87314351468559,87314415238023,1102664431,0
1763637714911,1340,5676098,87314379690228,87314413873042,1088255591,0
1763637714911,1328,1183856,87314408494796,87314415237584,1103167617,0
1763637714911,1341,21023722,87314327023533,87314415268165,1920065686,0
1763637714911,1342,76981302,87314323987129,87314415110991,6700951135,0
1763637714911,1332,11859540,87314340183873,87314415388844,552974522,0
1763637714911,1331,4331594,87314351378472,87314415337581,681211405,0
1763637714911,1327,763162,87314403328811,87314415392433,1045070732,0
1763637714911,1338,4259718,87314397626283,87314415126098,953245818,0
1763637715012,1334,249452,87314513937013,87314515672699,966897073,0
1763637715012,1336,12686122,87314424271844,87314515684002,881036379,0
1763637715012,1329,20924372,87314428469367,87314515681889,1908871384,0
1763637715012,1339,11172514,87314416769492,87314515401260,1089356388,0
1763637715012,1337,12250654,87314446232972,87314509304939,1375140357,0
1763637715012,1335,43518804,87314425968612,87314515754203,3819405845,0
1763637715012,1330,1570710,87314391131861,87314456419675,859122206,0
1763637715012,1333,6967744,87314451640267,87314515776214,977206475,0
1763637715012,1340,6906430,87314481749261,87314509994866,1219471760,0
1763637715012,1328,1095052,87314508555698,87314515818384,1278611673,0
1763637715012,1341,21361962,87314427082025,87314515821573,1907227290,0
1763637715012,1342,77488662,87314423987775,87314515665073,6712559448,0
1763637715012,1332,10529842,87314440253648,87314515890977,900611938,0
1763637715012,1331,5906516,87314454947545,87314510366711,670456139,0
1763637715012,1327,930160,87314503529858,87314515396946,933854501,0
1763637715012,1338,2904620,87314497640533,87314517574721,1215488420,0
1763637715114,1334,536956,87314613950019,87314617713028,1043837412,0
1763637715114,1336,15176414,87314524272790,87314617733114,1016958576,0
1763637715114,1329,20949740,87314528470428,87314617744173,1922722298,0
1763637715114,1339,7327108,87314516771095,87314616065461,993939232,0
1763637715114,1337,8455984,87314546886560,87314617523538,1231878484,0
1763637715114,1335,43360246,87314526036053,87314617808994,3869750566,0
1763637715114,1330,5980514,87314523408361,87314595377904,477122567,132276500
1763637715114,1333,9151482,87314551644766,87314617844265,971333599,0
1763637715114,1340,6409648,87314584570384,87314617022738,1153917682,0
1763637715114,1328,1295874,87314608623382,87314617887719,1212317759,0
1763637715114,1341,21306998,87314527124278,87314617883786,1923952447,0
1763637715114,1342,79281334,87314524083036,87314617737630,6723295630,0
1763637715114,1332,12533914,87314540253918,87314619608302,1044846043,0
1763637715114,1331,10734908,87314554962342,87314619211356,860267979,0
1763637715114,1327,2137246,87314603614684,87314619679770,728503126,0
1763637715114,1338,2934216,87314597663909,87314619741220,1164609157,0
1763637715220,1334,551746,87314715500534,87314724127567,1006544352,0
1763637715220,1336,8880906,87314625605776,87314724127579,1123405369,0
1763637715220,1329,20471976,87314628502754,87314724136884,1900350091,0
1763637715220,1339,877302,87314717991269,87314724131127,1005571007,0
1763637715220,1337,7952900,87314646935612,87314724188769,1118317455,0
1763637715220,1335,42034776,87314626075373,87314724260872,3826922370,0
1763637715220,1330,6189792,87314639491516,87314724055506,444710745,0
1763637715220,1333,9984398,87314651645099,87314722592698,1021859013,0
1763637715220,1340,8475002,87314684582555,87314724052812,1331142249,0
1763637715220,1328,2839094,87314708714140,87314723628221,1126744486,0
1763637715220,1341,20841918,87314627228216,87314724322618,1900293435,0
1763637715220,1342,65526,87314724111032,87314724142780,6753083762,0
1763637715220,1332,8132566,87314640665699,87314724378224,1072166960,0
1763637715220,1331,4350612,87314657054564,87314723556955,927263339,0
1763637715220,1327,2479730,87314703620465,87314724434573,913183349,0
1763637715220,1338,4534522,87314697716170,87314722593138,977753193,0
1763637715321,1334,659568,87314816789973,87314823414009,984721382,0
1763637715321,1336,12984204,87314725659490,87314824663086,930608610,0
1763637715321,1329,23581678,87314728551674,87314824700083,1809306838,0
1763637715321,1339,190244,87314818054746,87314824663972,976781984,0
1763637715321,1337,15884612,87314747058013,87314824042649,1014719037,0
1763637715321,1335,47731998,87314726075697,87314824774995,3630023623,0
1763637715321,1330,3893988,87314743882549,87314819319712,504165554,0
1763637715321,1333,10796190,87314752879271,87314824470401,986710668,0
1763637715321,1340,4798796,87314785420209,87314824689201,1439911233,0
1763637715321,1328,1021054,87314808745884,87314823414461,1215968282,0
1763637715321,1341,23938936,87314727228608,87314824901543,1810879263,0
1763637715321,1342,528500,87314824111255,87314824706882,6724179935,0
1763637715321,1332,11371230,87314740719763,87314824975581,948175246,0
